,file_path,embedding_code,label
0,Datasets_test/Black/ASP/0a3dbdfbada4b5a814735d4a703f3867.asp,"[-6.84528425e-03 -2.21030973e-02 -1.19820470e-03  2.25309208e-01
 -1.52255923e-01  5.55813313e-02 -2.02378929e-02  7.63166114e-04
 -1.24887958e-01  1.38565838e-01  6.29713386e-02 -1.27406389e-01
  1.05821654e-01  2.53978670e-01  8.49197656e-02 -1.89385921e-01
  1.25665337e-01 -2.95848064e-02 -5.49175404e-02  6.83737872e-03
  1.48854434e-01 -1.15820579e-01  1.64877307e-02 -1.55060273e-02
 -4.00277786e-02  4.06839550e-02  6.46687746e-02  2.48800680e-01
 -8.31064954e-02 -2.40581453e-01  2.29856204e-02  3.77562903e-02
  1.18669793e-01  1.43004939e-01  1.49130568e-01 -1.29957218e-02
 -4.62177861e-03 -5.40428087e-02 -9.82353166e-02 -2.88934737e-01
 -5.29929101e-02 -2.46107765e-02  2.93194577e-02 -3.45201075e-01
  1.06781349e-01  4.11175340e-02 -3.27768624e-02  9.36683640e-03
  2.34401766e-02 -2.63999611e-01 -6.18323982e-02  3.28493655e-01
 -9.77732707e-05 -9.94275510e-02 -1.66564733e-02 -9.25070643e-02
 -6.66688830e-02  8.55180770e-02 -9.96701196e-02  2.53621668e-01
 -1.02320984e-01  6.55944720e-02  1.39006108e-01  6.67156205e-02
 -4.21064161e-02  3.15555260e-02 -7.80647844e-02 -1.21786289e-01
  2.61291116e-01 -1.03440404e-01 -2.17190906e-01  1.39638782e-04
 -4.88068908e-02 -1.07846498e-01 -1.84537932e-01  1.70679942e-01
 -4.25770022e-02  1.64577574e-01 -1.49721026e-01 -2.61919061e-03
 -1.69664063e-03 -2.18182560e-02  9.60976928e-02 -1.00160003e-01
 -1.71034150e-02 -2.50319451e-01 -7.74096996e-02  1.13678388e-01
  1.49779990e-02  1.85133284e-03 -2.22990230e-01  1.13373607e-01
  2.00390592e-02 -6.01889379e-02 -1.75561935e-01  5.37298843e-02
 -5.69685996e-02  1.16924763e-01  5.31464443e-02  8.25759247e-02
  1.53236896e-01  2.14235500e-01 -1.27060954e-02  6.08365908e-02
  5.62211201e-02  9.99916345e-02 -1.10261710e-02 -2.54536048e-02
  1.07479364e-01  5.74507713e-02 -1.75971314e-01 -1.38751596e-01
  1.35381475e-01  1.18917383e-01 -1.62299216e-01  1.87233120e-01
 -7.88189396e-02 -1.79504640e-02  1.19416192e-01  8.45844485e-03
 -1.59460396e-01 -5.29891811e-03 -8.34978819e-02  1.97858721e-01
 -2.05920726e-01 -1.48817360e-01 -7.97284245e-02  9.84217301e-02]",1
1,Datasets_test/Black/ASP/0b5cc4be7b7e3336b7fd95c5a12a3430500e7a20.asp,"[-0.14049765  0.00627264 -0.0070679   0.238802   -0.02229519  0.21430753
 -0.18506797  0.09362746 -0.00233271  0.01245282 -0.033645    0.12151745
  0.18708208  0.17509894 -0.02916491 -0.13990198 -0.04640831  0.04041697
 -0.06048886  0.149193    0.20461696 -0.10376601 -0.13813718 -0.08535655
 -0.19613136  0.13899644  0.25650278  0.09265262 -0.07350457 -0.22216429
  0.30726764  0.03972965  0.08606539 -0.03360951  0.01275273  0.37749955
 -0.02978181 -0.05063465 -0.3425202  -0.16475008  0.01957977 -0.06033363
 -0.05623395 -0.07913745  0.01019217  0.11927357 -0.11845798 -0.02695819
  0.03092466 -0.23022798 -0.1896509   0.18559217 -0.07770767  0.11489791
 -0.00820927 -0.13656755 -0.09020605  0.19907416 -0.09931521 -0.04091969
  0.01000053 -0.13854244  0.26556474 -0.04605971  0.17894697 -0.00599962
 -0.04051453 -0.0634278   0.24089403 -0.04139366 -0.2111284  -0.16839986
  0.10982037 -0.01813376 -0.10044725  0.34315848  0.02756365 -0.015237
 -0.17688821 -0.01556581 -0.12545136 -0.2030104   0.05317415  0.22785898
  0.05476258 -0.01089524  0.06224259 -0.07204206  0.10360997 -0.06137162
  0.01506204  0.06370356  0.24456462 -0.01323726 -0.07387131 -0.0305291
  0.06311394 -0.0522999  -0.06299626 -0.09968656  0.09516656  0.31483904
 -0.07985703 -0.13219398  0.02558112  0.05262115  0.03886449  0.08613139
  0.02937458  0.01146252 -0.23681672 -0.391253    0.23818329 -0.01270814
 -0.08780713  0.09615147 -0.3839868   0.10726582 -0.07637773 -0.0776623
 -0.16467337 -0.00706334 -0.07404831  0.04685817  0.07815599 -0.21255924
  0.10609078  0.10913514]",1
2,Datasets_test/Black/ASP/1.asp,"[-0.18848875 -0.07556508  0.08774036  0.10219268 -0.0464921   0.16370238
 -0.08673898  0.14674659 -0.11306758  0.01637146  0.08766671 -0.1367059
  0.03652346  0.31955913  0.10465772  0.05443885  0.17471373  0.0336706
  0.00241491  0.14753276  0.20927486 -0.12520687 -0.02236008 -0.28228793
  0.17749366 -0.10116513  0.2148718   0.3261089   0.12128627 -0.3175955
 -0.03828835  0.07573406 -0.23668504  0.10902949  0.09716216  0.08973425
  0.05125256 -0.30309123 -0.12232602 -0.12496709  0.01841403 -0.01888658
 -0.32212067 -0.31137002  0.37430698  0.07729855 -0.29451266 -0.03604095
  0.12751554 -0.31997776 -0.12476762  0.22593588 -0.13252556  0.03789876
 -0.0872186  -0.18501922  0.00421186  0.05011257 -0.10786857 -0.06731094
 -0.02443076 -0.00211952  0.15470782 -0.19345331  0.08008671  0.18531069
 -0.05141854 -0.00197948  0.39565817 -0.10993228 -0.26050037 -0.14168254
  0.03576319 -0.05410817 -0.1068138   0.4230688  -0.03714836  0.015904
 -0.03489933  0.0950551  -0.06931041  0.08727171 -0.01146012  0.03487868
 -0.30223218 -0.2072055   0.0187397   0.0336334   0.22200105 -0.13125321
 -0.03012176 -0.04122638  0.19668236 -0.00813041 -0.06666985 -0.07886372
 -0.02911369  0.02292842  0.03247136 -0.01896007  0.062426    0.07980666
 -0.02438847  0.19418506 -0.04803931 -0.1545246  -0.00842022  0.0660371
  0.06661079  0.13669474 -0.03733459 -0.2220662   0.18615767  0.08654505
  0.17961928  0.10518846 -0.06080767  0.00128013  0.1958744   0.18307377
 -0.14667661  0.11989526  0.06366206  0.13346174 -0.22847277 -0.07330273
 -0.21703929  0.03943994]",1
3,Datasets_test/Black/ASP/0bdeec8ddcc2f875c5d345bcaea2afecb5886571.asp,"[-0.18255271  0.03319366 -0.10559055  0.30442947 -0.08470335  0.02253527
 -0.059653    0.13121292 -0.15551992 -0.04730126 -0.0330034   0.05233734
  0.13813648  0.28566158  0.20135742 -0.00147481  0.00797075  0.1066725
 -0.09358701  0.11565067  0.14498775 -0.03647994 -0.05745023 -0.21986464
 -0.03313065 -0.08329473  0.07289605  0.2517434  -0.06099664 -0.39731967
  0.19705993  0.09047991 -0.09542291  0.03341222 -0.02254704  0.10160396
  0.01880354 -0.09484916 -0.3527227  -0.28255737 -0.03071229 -0.00985953
 -0.11107598 -0.22764686  0.27586168  0.02177538 -0.12518692 -0.04886727
 -0.00107494 -0.2804953  -0.13748753  0.28718272 -0.02124289  0.13783799
 -0.21260703 -0.13148054 -0.04467821  0.278476   -0.04876091  0.22416459
 -0.1380003   0.12734097  0.1037651  -0.14475507  0.11058363 -0.04588673
 -0.16653654  0.07881613  0.3724653   0.00563668 -0.1748154  -0.09820376
  0.0215357  -0.15596144 -0.1210344   0.3329764   0.10918164  0.0365805
 -0.15943553 -0.12842163  0.00492478  0.0604849   0.0069216  -0.10719509
 -0.08838062 -0.17875637  0.00145144  0.08454613 -0.00111704  0.09066075
 -0.07764521  0.11905926  0.07385328 -0.02413859 -0.13534333  0.23758513
  0.1032656   0.08027432  0.0299326  -0.00915457  0.0919572   0.16770923
 -0.01939979  0.07891387  0.11235334  0.0681749  -0.12095164  0.11275208
  0.12368156  0.08815983 -0.15308617 -0.25405046 -0.06468666  0.07976615
 -0.17816582  0.10346235 -0.19017419  0.09543368 -0.06604016 -0.00586206
 -0.19286221  0.09110911 -0.05154892  0.14116333  0.00107041 -0.09623089
 -0.03260278  0.23694053]",1
4,Datasets_test/Black/ASP/0ede1657e8e10e8fe3d35ab036dc5e31a8e571fa.asp,"[-0.2330126   0.04569206 -0.04499194  0.38654467 -0.13147092  0.0177132
 -0.18417726 -0.113446    0.42945912  0.14323902 -0.09505465 -0.2440646
 -0.01226577  0.25439414  0.1586461   0.08452775  0.09443314  0.13260515
 -0.0849786   0.04039928 -0.08452529 -0.32368118  0.3319051  -0.17201748
 -0.11899677 -0.15625554  0.2075007   0.00458102  0.07371894 -0.08481409
  0.17277315 -0.22260687 -0.3702251  -0.08108309 -0.05739536  0.06832862
 -0.17081071  0.00961106 -0.33134487  0.02519364 -0.00876614  0.16384484
 -0.14863063 -0.15459166  0.22941235 -0.00172205 -0.11463048 -0.2650348
  0.12217319 -0.09833788 -0.14796777 -0.10424373 -0.04369001  0.4480001
 -0.18277407  0.1272464   0.02796339  0.33373535  0.16888796 -0.11249048
  0.2341085  -0.17987981  0.1486163  -0.14664695  0.12112326 -0.08357795
  0.04763852 -0.1241355   0.145402    0.00167364 -0.01599809 -0.27351362
 -0.1128521  -0.14995214  0.02415571  0.27114782  0.30146447 -0.20559332
  0.15636615 -0.07743587  0.08212442  0.02422816  0.04351138 -0.06269447
  0.22805178 -0.07316722  0.3108392   0.20313802 -0.06452224 -0.17349453
  0.06336857  0.02898836 -0.0647095   0.00779437  0.01137616 -0.06468485
  0.08430361  0.29336485  0.08447299 -0.04955353  0.08424209  0.08535543
  0.19909902 -0.00851383 -0.04585155 -0.30604973  0.04375885 -0.30818313
 -0.01426913 -0.22129455  0.17187971 -0.392342    0.05345286  0.11980481
  0.02594032  0.07068084 -0.33308563  0.23269674 -0.16922753 -0.1578967
 -0.04777682  0.09802236  0.0441355  -0.06218658  0.02077889 -0.02578349
  0.12221327  0.34041595]",1
5,Datasets_test/Black/ASP/0b3f8d5cab56018e96da7ba7ff7d73fc1905c9d9.asp,"[-1.57030731e-01  5.90733513e-02  9.75359976e-02  1.74850225e-01
 -2.49953285e-01  1.13253526e-01 -1.87605232e-01 -4.77346499e-03
 -1.78121477e-01  7.07036555e-02  1.94537323e-02 -1.97198704e-01
 -6.19203858e-02  2.08465591e-01  5.91896810e-02 -1.44862771e-01
 -9.64225084e-02 -2.02586502e-02 -9.28626880e-02  1.59547448e-01
  2.43779272e-01 -3.84632424e-02  1.86443985e-01  2.83364877e-02
  1.01448689e-02 -5.53436391e-02  2.12399065e-01  1.56980693e-01
  1.44854009e-01 -2.43943632e-01 -3.86813469e-02 -4.62413430e-02
  2.33356893e-01 -3.44488584e-02  1.50410712e-01  4.89864592e-03
 -8.31158608e-02  2.04881537e-04 -2.58242100e-01 -2.71666467e-01
  1.85760017e-02 -5.65184206e-02 -1.93033904e-01 -1.32106811e-01
  5.46341687e-02 -2.88913809e-02 -1.34805202e-01 -5.19031957e-02
  9.88908857e-03 -2.36777857e-01 -1.05473243e-01  2.82893062e-01
 -3.29281241e-02  7.84982219e-02  4.41803634e-02 -8.27869475e-02
 -7.31695667e-02  1.17569163e-01 -4.39802930e-02  1.79649293e-02
 -1.77596688e-01  1.86638944e-02  1.62274733e-01  1.14320509e-01
 -1.20626956e-01  2.11072877e-01  1.02624677e-01 -1.25248376e-02
  3.37826133e-01 -4.44341227e-02 -2.63417721e-01 -2.02602707e-02
  5.43979555e-02 -7.90779293e-02 -1.94556504e-01  3.36384773e-01
  1.06372230e-01  1.38363168e-01 -2.61459768e-01  5.09803407e-02
  5.45738600e-02 -1.67167392e-02 -5.72149195e-02 -1.82572212e-02
 -1.27349257e-01 -8.19199625e-03  5.94077706e-02  2.11664826e-01
  3.32044661e-02  2.68540476e-02 -6.29729480e-02  1.41347408e-01
 -2.44057085e-02  5.86059764e-02 -2.59042997e-02  1.17647275e-01
  1.20922685e-01  9.86121222e-02  9.09101218e-02  4.56478968e-02
 -2.60601938e-03 -6.95237964e-02 -1.02214050e-04 -8.00527483e-02
 -8.71837884e-03 -9.42088217e-02 -1.03321999e-01  3.65128890e-02
  1.36319101e-01  6.82755336e-02 -9.29568708e-02 -2.04197004e-01
  1.73304081e-01  1.62855446e-01  3.75523232e-02  7.63796121e-02
 -7.36062229e-02  2.33873557e-02  1.53162479e-01  9.33966413e-02
 -1.19010255e-01 -3.79466414e-02 -1.24872915e-01  5.54626510e-02
 -6.97726160e-02 -3.40492904e-01 -1.43609956e-01  1.25250727e-01]",1
6,Datasets_test/Black/ASP/0bfe1eef2a22093ea7304aa800f87f24228bc2b5.asp,"[-0.2052442   0.05845954  0.05023709  0.29824024 -0.12816903  0.1259126
 -0.07259241 -0.0366129  -0.15337232 -0.05911223  0.1125689  -0.13749439
 -0.0215223   0.11448617  0.08316827 -0.13573399  0.09052525  0.11777881
  0.02496465  0.05973039  0.16023792  0.0907388  -0.09012745 -0.21595475
  0.09320092 -0.00319383  0.15609775  0.29615656  0.08399355 -0.4298128
 -0.0401355  -0.04384327 -0.1444956   0.2458322   0.11322176  0.1793091
 -0.1254248  -0.01445523 -0.3716285  -0.31970656  0.00555662 -0.02865627
 -0.04262796 -0.23766032  0.23802248  0.02408063 -0.24807952 -0.08720915
  0.17024079 -0.274845   -0.03826225  0.2808272  -0.10348544  0.16100264
 -0.08896001 -0.03463792 -0.0214629   0.09355837 -0.16077577  0.14939363
 -0.11977571  0.13634989  0.1177064  -0.00333997  0.10152167  0.15391225
 -0.3226027  -0.10507306  0.25586486  0.08114281 -0.12405967 -0.12536386
  0.01865157 -0.14958316 -0.14449376  0.25986028 -0.01639826 -0.06361189
 -0.03477264  0.01447308 -0.0815616   0.01858416 -0.01750005 -0.05100231
 -0.19810262 -0.23514211  0.04264996  0.08349412  0.16731699  0.22371078
 -0.16247553  0.1345314   0.10755194 -0.00593255  0.00497542  0.01625479
 -0.05609082  0.08648261  0.06759772  0.12118682 -0.09630418  0.03804614
 -0.08778621  0.24471262 -0.12740389  0.17316231 -0.09159657  0.11318238
  0.11107601  0.01824826 -0.193438   -0.30320942 -0.05300759  0.31344795
 -0.06733839  0.19283079 -0.17629918  0.01395017  0.07770984  0.04070324
 -0.1779822   0.02166849 -0.12369961  0.207625   -0.19918287 -0.04268284
 -0.01429284  0.24090286]",1
7,Datasets_test/Black/ASP/0c250a4a71d38f4dd93e5539db338dac4fd7d656.asp,"[-0.11875935  0.09058604 -0.05795548  0.32808024 -0.17087674  0.04506692
 -0.00853511 -0.0197605  -0.13143021 -0.0570267  -0.1025524  -0.02090352
  0.10505     0.30994344  0.19867776 -0.07040696  0.07921854 -0.05809991
 -0.0212256   0.15304178  0.19138192  0.02087089 -0.08169923 -0.41562545
 -0.01432535 -0.07592381  0.10235205  0.22694919  0.00983064 -0.3589535
  0.24975426  0.00697759 -0.17771871  0.1181653  -0.09966957  0.19613917
  0.02465604 -0.07005152 -0.3084184  -0.253425    0.01448294  0.03921003
 -0.10994312 -0.39698836  0.15395467 -0.08870011 -0.13677508 -0.0729108
 -0.07021202 -0.31796035 -0.04007639  0.29224575 -0.05767414  0.16684246
 -0.245853   -0.23878503 -0.16158314  0.2492287  -0.0639386   0.1981669
 -0.05928586  0.04625396  0.1738888  -0.11490016  0.23367515 -0.01413005
 -0.29038596  0.03277794  0.3692377   0.00171046 -0.11859602 -0.1353236
 -0.09169562 -0.20782274 -0.02695322  0.32001263  0.13836232 -0.06764869
 -0.05765911 -0.0810363  -0.06702085  0.11263995  0.09622634 -0.08275056
 -0.04039679 -0.21748406  0.01888058  0.11964916  0.04320723  0.11219376
 -0.02311714  0.13814965  0.15040046 -0.15580852 -0.12658983  0.1737927
  0.04593951  0.17058827  0.13796139  0.05151167  0.00795898  0.1843315
 -0.02586109  0.11634177  0.04986555  0.1015474  -0.07563129  0.05652607
  0.11208122 -0.11860957 -0.0611635  -0.28792492 -0.0263988   0.09702645
 -0.18948512  0.19146246 -0.22793236  0.13980515 -0.0052255   0.00141483
 -0.11735819  0.19045547 -0.04504438  0.20436594  0.00201939 -0.15093362
  0.02918342  0.22211805]",1
8,Datasets_test/Black/ASP/01.asp,"[-0.09768225  0.07448173 -0.11985326  0.2554335  -0.06423689  0.3106764
 -0.04672245 -0.02900204  0.14989482 -0.03334001 -0.16573068 -0.14682065
  0.14282654  0.25850502  0.22022894 -0.1479013   0.11550386 -0.08133823
  0.05575974  0.2664039   0.044152   -0.22697864 -0.19856954 -0.17994584
 -0.06867819 -0.00857654  0.19335283  0.21933629 -0.02150436 -0.10318745
  0.4524004   0.0030077  -0.02741794  0.09515873 -0.02752875  0.05283507
  0.06447251 -0.13064022 -0.03459555 -0.2601633   0.04175248 -0.12185713
  0.0370301  -0.25522175 -0.08584584  0.00101948 -0.06859424 -0.06925856
 -0.05003818 -0.26691535 -0.37935424  0.04082683 -0.10353393  0.19487786
 -0.27560812 -0.03255771 -0.18076093  0.17007838  0.01184735 -0.10737427
  0.20704654 -0.20422654  0.03378973  0.06654478  0.25691122 -0.04217615
 -0.1076192   0.16814628  0.36555156 -0.04182338 -0.38625908 -0.25178117
 -0.03818574  0.00187637 -0.02582649  0.22148539  0.24378261 -0.02988953
 -0.09809824 -0.16924071  0.01679512  0.08361842  0.2013273   0.08871701
  0.09712536 -0.05184329  0.04943508  0.00764171  0.06946694  0.05821737
 -0.09940702  0.05006832  0.0555554  -0.16640738 -0.24642034  0.14764802
  0.10664119  0.31493133  0.09545488  0.04064443  0.13761476  0.3532706
  0.06161545 -0.2689232   0.02790855  0.00866636  0.032438   -0.09606053
 -0.13087794 -0.12552702 -0.10079447 -0.19294356  0.23942868 -0.01906566
 -0.13985522  0.06910192 -0.187341    0.09380795 -0.08872332 -0.14871328
 -0.19930764  0.00949492 -0.00796285  0.2994518  -0.10828394 -0.04126934
 -0.0240716   0.13963431]",1
9,Datasets_test/Black/ASP/0d6e79458473ca80ccffede5496edebc0b60a7ad.asp,"[-2.21463352e-01  4.09197360e-02  1.57433785e-02  2.33365059e-01
 -2.95500457e-01 -8.99795592e-02 -9.06742737e-03 -5.04648350e-02
 -3.33962515e-02 -2.89005805e-02  1.00725695e-01 -2.06186369e-01
 -2.01237917e-01  2.11019620e-01  9.04788449e-02 -2.63210714e-01
  5.38762175e-02 -4.11691628e-02  1.24254346e-01  5.67902997e-02
  2.09051400e-01  8.90224278e-02 -2.06988417e-02 -2.74825752e-01
  1.77517295e-01 -2.53726952e-02  2.07071863e-02  3.64098907e-01
  1.92180991e-01 -4.33798492e-01  1.00343376e-02  8.38642418e-02
 -1.96686894e-01  1.59178436e-01 -1.37745723e-01  1.62025943e-01
 -1.10292293e-01 -9.04769599e-02 -4.99692827e-01 -3.50188881e-01
  8.21830332e-02  3.62928137e-02 -5.98478839e-02 -3.12654078e-01
  2.45539799e-01  3.70035544e-02 -2.40833715e-01 -1.56288460e-01
  8.89191329e-02 -3.37040156e-01  4.66721249e-04  4.41734165e-01
 -7.17607588e-02  8.36540088e-02 -2.67020129e-02 -1.44303083e-01
 -2.39129752e-01  1.97853744e-01 -1.70684844e-01  3.04225564e-01
 -1.87658012e-01  2.11395174e-01  6.77248687e-02  1.30183116e-01
  3.40163782e-02  6.72438890e-02 -4.49163914e-01 -1.62207186e-01
  2.88194776e-01  5.44557571e-02  2.44015772e-02 -2.56737843e-02
 -2.19920445e-02 -2.13935569e-01  9.50062200e-02  1.43887132e-01
  7.96488523e-02 -1.37069345e-01  4.34567556e-02  3.25741097e-02
 -9.58562195e-02  2.49949366e-01 -2.30504870e-02 -2.95851380e-01
 -1.80458128e-01 -3.66470963e-01  5.67599535e-02  1.71078533e-01
  3.05083513e-01  2.24627018e-01 -2.11403817e-02  2.13048846e-01
  1.74920186e-01 -1.20187089e-01  7.00128525e-02  9.15014595e-02
 -1.62018731e-01  2.50247449e-01  8.80798325e-02  7.67872781e-02
 -1.70964420e-01  7.21914545e-02 -8.19127709e-02  2.21061379e-01
 -8.01868178e-03  1.87126175e-01 -1.31227702e-01  1.16401196e-01
  2.14406043e-01 -1.60958901e-01 -8.04948062e-02 -2.49909788e-01
 -1.63212180e-01  2.85155118e-01 -8.26392844e-02  1.93317145e-01
 -1.83051884e-01 -1.18718091e-02  3.12692374e-02  4.52882275e-02
  1.81720443e-02  3.67161691e-01 -5.05465269e-02  1.87969580e-01
 -1.01658128e-01 -5.53760007e-02 -4.24193079e-03  2.13768721e-01]",1
